------ 3153010942 ------
RM_049ccc7c-05dc-416b-a1ee-4a7ce9278cfb = "安纳金·天行者: 然后它们就把你炸飞! 砰!",
RM_04b65090-57c6-412e-8307-dffda4392ef9 = "欧比-旺: 你演过头了.",
RM_04cb795d-d3e9-465d-9680-6c0969b6f8c0 = "欧比-旺: 不, 安纳金! 不! 不!",
RM_04d003e9-b279-4a88-9eb3-7f5826177115 = "[原力闪电停止]",
RM_04f84fc7-2559-414b-917f-1870f55a45d0 = "福德: 天行者有麻烦了! 塞布巴领先了!",
RM_05017ce0-df08-49be-a823-34a0903b192b = "奎-刚: 你一直是个好徒弟, 欧比-旺. 而且你比我要睿智得多.",
RM_0509afb7-75ae-4b14-8c10-2b07fcb89729 = "帕德梅: 因为你的所作所为.",
RM_05168f5e-6a74-4b00-99ae-aba4c987c347 = "施密: 是的.",
RM_051d06a9-03fe-43dd-a63f-1498b5f78ed6 = "安纳金: 我让你失望了.",
RM_053c4c1a-7c13-4556-b0d8-25b67a770492 = "奎-刚: 马拉斯特有飞梭赛. 非常快, 非常危险.",
RM_056ccf06-13b6-4f6b-a3e8-b7e67245848d = "安纳金: 什么?",
RM_05758cee-a985-4c09-b60e-7d83cf980d60 = "纳斯头领: 德纳布觉得他们很聪明. 他们觉得他们脑袋很大.",
RM_0579979d-e346-4ef7-9759-8736b3599f0a = "安纳金: 欧比-旺想让你跟我反目.",
RM_059cf671-5047-470b-b874-a04d392c23ea = "我们有一支大军. 那就是为什么你不喜欢我们, 我想.",
RM_05a0b3e3-e5c6-4f87-89e8-3f0551d16a11 = "阿米达拉女王: 谢谢你, R2-D2.",
RM_05b39db9-086d-4967-a244-e5b740f8f8f2 = "奎-刚: 这听起来像是建立连接追踪的诱饵.",
RM_05b7e9de-e844-467e-b526-55593e21899e = "[电子哔哔声]",
RM_05ba00ba-af92-48ba-b532-00fb64d55e5b = "[绝地圣殿]",
RM_05e88160-66eb-44f2-a536-f3ea7bc3af0f = "梅斯·温杜: 以共和国银河议会的名义,",
RM_060b5649-187b-4dcf-a001-31181d0d72df = "[爆能枪火力被气泡护盾弹开]",
RM_06185afd-b598-4778-8c88-a91d99383d03 = "欧比-旺: 你任由这个黑暗尊主扭曲了你的心智, 直到现在-",
RM_063577eb-7e75-4800-b375-19aa4bd64564 = "欧比-旺: 预言说你会消灭西斯, 而不是加入他们!",
RM_0649e2e4-fc91-49fd-81c0-c90eaa6c2410 = "施密: 没有父亲.",
RM_0676f190-e848-4386-81ee-4105b4cc63de = "梅斯·温杜: 你被逮捕了, 大人.",
RM_06988f8b-4865-4996-a934-e2f607c0fac4 = "达斯·摩尔: 终于我们将向绝地显露真身. 终于我们将复仇.",
RM_06a78bf6-68c2-4dc1-9bcc-2e4ef14bf785 = "安纳金·天行者: 基特斯特是对的. 这次我会赢.",
RM_06bbc833-e7ff-40ee-ae66-1cd5ed739ff4 = "安纳金: 他严格命令我留在这里.",
RM_06d06434-b95f-479e-8368-1d45c3d0ad20 = "[飞梭赛车启动]",
RM_06e4f4cf-6387-4129-9d8f-263107b46d47 = "比比 (全息影像): 死亡人数是灾难性的. 我们必须屈服于他们的要求. 你必须联系我. [全息影像消失]",
RM_06ea322b-ea46-42a9-a439-3664b68d74ae = "安纳金: 我没有, 呃-",
RM_06eb1e1c-26bd-4216-8a7c-6c247ba3a393 = "纳斯头领: 我们会送你们快速离开.",
RM_06f3411b-01e8-49c3-b243-fd5197ac87ff = "格里弗斯: 退后.",
RM_0720f862-2491-4557-bcee-29e9e0ce47ca = "帕德梅: 我们将活在谎言中, 一个即使我们想也无法维持的谎言.",
RM_0788da4d-e426-43ec-b18f-5df6bdeba6c9 = "帕尔帕廷: 请别这样!",
RM_078decd9-98c1-482a-a260-bcf723906f8d = "帕纳卡: 殿下.",
RM_07be6f3d-524e-4328-93ef-5b7391352daf = "欧比-旺: 你的新帝国?",
RM_07f96e43-ef2f-4837-a811-1518b66348ae = "杜库伯爵: 我在你身上感到了巨大的恐惧, 天行者.",
RM_080cf5c5-0d80-4d28-924e-aaa0902e6c5a = "帕德梅: 你在这里多久了?",
RM_081dd0fd-3166-48ee-97a4-b6c6bc502345 = "阿米达拉女王: 无论哪种选择都带来巨大的危险... 对我们所有人.",
RM_0831ed64-ff72-426e-b9bb-ad811f4a952e = "安纳金·天行者: 没有, 先生.",
RM_083b2d79-8184-445c-8108-e8369fcf054f = "[格里弗斯将欧比-旺甩过平台]",
RM_0855cd1d-0e19-4e3a-91ae-240baac573c4 = "奎-刚: 我试图解放你的母亲, 但沃图不允许.",
RM_0878369b-e892-411b-b2fc-865ddbc6b023 = "加·加·宾克斯: [含糊地说] 屁是你放的!",
RM_087a653a-c486-4020-be50-a8dd4d9b16fe = "[喘息声]",
RM_08a39e5e-59c3-41a9-b3e6-048c7203f83c = "梅斯·温杜: 我会让欧比-旺立即向您报告, 女士.",
RM_08ab598e-a1a8-4904-bc1c-2092a3facc81 = "欧比-旺: 降落跑道, 正前方.",
RM_08b14807-39bc-41a1-9ac2-17e74adcb03c = "西迪厄斯: 战争即将结束, 将军.",
RM_08cbf32d-e069-4228-8e89-e4d49c55bf3f = "施密: 安纳金.",
RM_08cf5cd2-1c52-4d51-8329-dab11d58c35b = "波巴·费特: 什么事, 爸爸?",
RM_08f1c9f9-a9c1-4e09-973b-201972ca2330 = "纽特·冈雷 (全息影像): 他们现在肯定死了. 把剩下的都摧毁.",
RM_090dc1ce-91a1-42fa-92aa-e0ea2ce52d33 = "纳斯头领: 你做得很好. 加·加让我们和纳布团结在一起.",
RM_0947aa2f-e3d1-4ad8-8f83-028825ab5e1c = "战斗机器人: 呃哦. 干掉他们!",
RM_095f17c9-a0a5-4d4b-8b0c-96b26faad169 = "安纳金·天行者: 哎呀. 是的.",
RM_0999f6e4-f997-4a93-8428-9d46fa095ad1 = "[安纳金和欧比-旺握手. R2对这句话发出哔哔声.]",
RM_09ad97d4-9d53-4621-94a5-e9902e30a8d1 = "[安纳金穿行前进]",
RM_09c84d4d-afc6-41ce-9dd2-1ee726f0449a = "欧比-旺: 我会做我必须做的事. [点燃光剑]",
RM_09d82e9e-1e5c-43c2-8d05-a9b225b24591 = "格里弗斯: 将会完成, 大人.",
RM_09da160a-e42b-4ccd-8a6b-f858ed41981f = "加·加·宾克斯: 我觉得我们该回去了.",
RM_09f88bb7-f4d5-4251-b631-a2d92b54326f = "欧比-旺: 我们正处于战争中, 安纳金.",
RM_09fb5f94-1f24-4003-b9b5-769461eb2dc3 = "[两个毁灭者机器人沿走廊滚来]",
RM_0a11326a-8364-4d45-8337-a7e27a9a837b = "奎-刚: 你知道他们在哪儿吗, 加·加?",
RM_0a2ca599-02e5-4c80-af0e-0bad9ca2c5a8 = "纳斯头领: 啊, 纳布大了. 你们带来了机械佬. 你们都很坏.",
RM_0a2e6bd1-b687-4a96-a26d-bbca3099fa9c = "[光剑交锋, 欧比-旺被迫在护盾后观看]",
RM_0a31f28d-0746-4d20-8023-3b2d4be2c268 = "奖金足以支付他们所需零件的费用.",
RM_0a3a960e-7234-489b-94d5-548a0c5d131c = "欧比-旺: 你被流放是因为你笨手笨脚?",
RM_0a5a9d40-cdc4-4fe6-83d7-40ed752d7b4f = "格里弗斯: 启动紧急助推引擎.",
RM_0a6b96f6-3fc0-4615-8819-a2d18959cc18 = "帕德梅: 他想帮助你.",
RM_0acb8aeb-8dc8-42d1-92ff-cc8c456741f5 = "西迪厄斯: 很快我将有一位新学徒- 一个更年轻、更强大的学徒.",
RM_0af6b816-8462-442b-a66b-7c633d0a141c = "西迪厄斯: 你活下来了.",
RM_0af91601-cd79-4f85-b409-1ec05bbd41fc = "帕德梅: 你是飞行员?",
RM_0b0e1215-600f-4a11-b02e-ab830f68a94d = "安纳金·天行者: 我们离开这里吧.",
RM_0b377b0b-cdeb-41cd-b4d6-dbc6e2d86244 = "[奎-刚跳上飞船, 坡道关闭.]",
RM_0b452045-f206-400b-882e-750ebcb4df01 = "[合唱声]",
RM_0b4d4bcd-4684-47b3-b520-86735a2c2986 = "警卫机器人: 你要带他们去哪里?",
RM_0b545523-1f80-44e2-8c90-58ad7452c9da = "帕德梅: 欧比-旺告诉了我可怕的事情.",
RM_0b5fef84-7408-42c2-8202-a097d277e50f = "安纳金·天行者: 反正如果我不擅长造东西, 它也撑不了多久.",
RM_0b6d8fef-7f56-4659-8821-29057dfc8f77 = "梅斯·温杜: 派对结束了.",
RM_0b91f220-59e4-4317-9683-2c198b14b8d2 = "[青蛙掉进塞布巴的汤里, 溅了他一身]",
RM_0bcecf2c-ab22-40f1-8509-80ec37e3081c = "帕德梅: 你...",
RM_0bd6effc-5136-4123-bdec-df8c70f4dd9e = "[梅斯被电击并从窗户扔出]",
RM_0be5f804-35b5-4665-af7f-fb3a4180ad32 = "纳斯头领: 咯-咯-咯-咯-咯-咯-咯! 你们不能在这儿.",
RM_0bec1a2d-0e6b-44c8-9500-de52afee6206 = "[参议院会议]",
RM_0bef4e53-0cc2-41b6-9f19-ce8d9a081f29 = "[塞布巴打滑并冒着烟停下]",
RM_0c0796dd-82d2-4cd8-81c0-299aca85892c = "[绝地圣殿]",
RM_0c0849f9-aac7-4d08-9eb6-87fade7370e3 = "阿米达拉女王: 我们必须继续依靠谈判.",
RM_0cce1634-07e6-4053-93c8-3041eb501579 = "安纳金: 这就是这里不对劲的地方.",
RM_0d000519-f7fd-4e5d-a681-c5c089181dbb = "帕尔帕廷: 我-我-我- 我不能. 我-我- 我很虚弱.",
RM_0d11296b-a093-4a09-a3c9-465cd0576875 = "[机器人军团行军]",
RM_0d146919-1e53-4e5d-ab14-875c4b2d7a65 = "塞布巴: 哇- 丘巴达诺亚!",
RM_0d1a441c-5808-434e-9010-6e8593153466 = "帕尔帕廷: 只有通过我, 你才能获得比任何绝地都更强大的力量.",
RM_0d3f1641-0195-49e2-ae60-cb31dfb4bc0d = "安纳金: 我带来了和平,",
RM_0d4a49f0-5b7f-453d-b1f6-f8fd5be9b021 = "纽特·冈雷: 好了, 好了, 殿下. 假以时日, 您人民的苦难会说服您接受我们的观点.",
RM_0d5bbfc7-3f84-4054-afbd-23d7fb91e0b7 = "纳斯头领: 你不觉得你比冈根人更伟大吗? [轻笑]",
RM_0d9fa65f-51ce-4666-9c55-6772223aeb4b = "欧比-旺: 我看不下去了.",
RM_0da99d3d-a34a-4bf6-9a18-dfc08c714424 = "[戴着呼吸面罩, 奎-刚和欧比-旺跟在加·加后面游]",
RM_0db377dc-f284-4a26-89d4-45926eac95ab = "帕尔帕廷: 我急切地想听你关于局势的报告.",
RM_0dded04f-a845-4e18-aa21-b10cf0fd2ed8 = "安纳金: 什么事?",
RM_0e498b4f-f664-4f34-913b-d20d0e01d126 = "安纳金·天行者: 我想他们住在莱戈的卫星上.",
RM_0e5c0b0d-0b9a-445e-b60f-72556e3068cd = "[飞船急速坠落]",
RM_0e6d5683-c799-4545-bb3f-30aaecf4dce0 = "[摩尔被切成两半并坠入深坑]",
RM_0e74db06-e6c3-4d01-b9ea-9631b844d5d5 = "[咕哝声]",
RM_0eb94fec-a03c-41de-8637-9c70cad65625 = "欧比-旺: 是的, 师父.",
RM_0ec67076-44e1-446c-9dbe-c0086d11d051 = "帕德梅: 祝贺您当选, 议长.",
RM_0ee07815-c357-46a3-88eb-6a484390162b = "安纳金: 我不知道为什么一直梦到她.",
RM_0f0ddc7b-3f63-4308-91f0-953fc975da5e = "当共和国国会无休止地辩论这一系列令人震惊的事件时,",
RM_0f15cba3-801b-48a7-b0eb-4f58c3047d44 = "奎-刚: 他的命运尚不确定. 他并不危险.",
RM_0f2e778f-f043-40b7-8643-db24898c9f8b = "安纳金: 这太过了, 师父. 调查本就在我们的职责范围内.",
RM_0f42418e-bbad-47b5-87e6-18883c15177a = "欧比-旺: [欧比-旺悬在空中] 叛徒.",
RM_0f43baaf-4939-4c0a-8658-a2a5934945f5 = "[安纳金炸毁控制舰]",
RM_0f5c1c87-0529-4581-aeb0-b48f32c74903 = "[科洛桑 - 夜晚]",
RM_0f73c120-6903-4c8b-8f3d-c5c7150c4b39 = "[紧张时刻]",
RM_0f840c5f-4401-4c03-a457-6f745155fbd4 = "加·加·宾克斯: 呃, 嘿-嘿哟哒嘀, 大头领纳斯, 阁下.",
RM_0fa4dfa5-0494-46b1-bbf9-522e9ec8c930 = "安纳金: 温杜大师, 我必须和您谈谈.",
RM_0faa8f5c-3596-4c7d-a9d8-f5bf1a4469a9 = "帕德梅: 我们绕远路走.",
RM_0fb6e725-b3ad-4b61-97ef-89de3e87be8a = "加·加·宾克斯: 哦! 呃.",
RM_0fbc6fd7-d852-4c60-9298-00f6f9badbc0 = "施密: 安纳金, 沃图不会允许的.",
RM_0fcac914-8de9-4eb8-ad13-68e9539a7303 = "安纳金: 我看穿了绝地的谎言.",
RM_0fd3d59e-2cae-4a0b-9c79-fccfdeb567f8 = "欧比-旺: 我非常想见见这个詹戈·费特.",
RM_0fd6852e-7fd1-40bf-9faf-54551d1599c6 = "加·加·宾克斯: 嘿咚!",
RM_10227c01-2782-4e5c-a076-956834585d8f = "[R2躲藏]",
RM_102f5094-a1b6-49aa-8766-0f513ab2b7ff = "帕纳卡: 殿下? 殿下. 帕尔帕廷议员已被提名接替瓦洛伦成为最高议长.",
RM_104d4c23-2a93-473d-a585-f9c6a722149d = "安纳金: 我亲眼看到温杜大师企图暗杀议长.",
RM_10601986-f767-4f03-b96b-751289a50b7e = "欧比-旺: 你的愤怒和对权力的欲望已经做到了.",
RM_106a5491-9b66-413d-a91f-d8dd307962a1 = "福德: 噢, 夸迪纳罗斯的能量耦合器完蛋了.",
RM_10780101-b781-4a7d-9a2b-bbcdec1f8d5e = "安纳金: 有时我们必须放下骄傲, 去做要求我们做的事.",
RM_107930bd-70c1-43d3-98fc-b53d42bca123 = "[气体嘶嘶渗入房间]",
RM_1080d9ca-5542-47ed-9ed6-2af2c5c8fb0a = "C3PO: 卖掉我?",
RM_1089f0e4-17ef-48c3-b10f-396eccc738d3 = "帕尔帕廷: 我太虚弱了. 哦. 别杀我. 求你了.",
RM_108bcee0-46ca-4cf9-a398-f3cd13a961e8 = "福德: 前排, 内侧杆位, 是马沃尼克!",
RM_10af0ff8-3572-4ff6-be47-71d50606da46 = "安纳金·天行者: 呃, 不完全是.",
RM_10c2240a-6533-4483-9fd5-550768a0c3ec = "[加·加杂耍零件, 撞倒]",
RM_10d64da7-cb9f-4cef-b141-5f13814700f6 = "安纳金·天行者: 嘿! 打它的鼻子!",
RM_10dafbe8-3c06-4a9a-b983-7d99b8fe8573 = "[引擎动力下降]",
RM_10f55b63-6896-4c36-b10c-6565a60ecf83 = "施密: 不. 没有别的办法了. 我可能不喜欢这样, 但他能帮助你. 他注定要帮助你.",
RM_11017be1-8f71-45b8-8df5-e724fe8b519d = "安纳金: 这是你的末日了, 我的师父.",
RM_1142481d-905f-4ed2-bafb-e9f74b8bb48c = "欧比-旺: 我永远不会加入你, 杜库.",
RM_11580360-cce7-4303-aaaf-e2e06bec2ca2 = "尤达: 被光剑所杀, 他是.",
RM_1166cf8d-9cfa-4874-9ca6-3e6711145f80 = "安纳金·天行者: 这还不止呢. 我明天要参加邦塔杯比赛.",
RM_11857506-84a6-4142-aa91-bb1712bbc380 = "奎-刚: 他是天选之子... 他... 将带来平衡... 训练他...",
RM_1188db5a-3124-4442-96d6-8f6d909b2081 = "[达斯·摩尔将欧比-旺踢下坡道]",
RM_11949530-8570-444b-ba4f-fff59f3c21d4 = "纽特·冈雷: 是的, 大人. [传输信号消失]",
RM_119ed5cb-fac1-4c72-93a5-f402a4e54617 = "[尤达点燃光剑并斩首两名克隆人士兵]",
RM_11ae0c48-1243-4db8-a39d-dd8009286018 = "[欧比-旺踢中格里弗斯]",
RM_11c00217-fc0c-410d-af31-1509beb351c0 = "帕尔帕廷: 剩余的绝地将被追捕并消灭!",
RM_11c9462f-df83-403d-81b0-694515dc0d0e = "星球大战",
RM_11e249b3-3544-40f7-be66-ea97be779514 = "[欢呼, 安纳金赢得邦塔杯]",
RM_12042d13-f29d-46d8-8c9e-325702f74b3f = "纳斯头领:(指着) 你们没和这个他的...一起生活过?",
RM_122760bc-866c-4863-94eb-bec650c341fc = "安纳金·天行者: 他们来了!",
RM_122ad695-7d36-487f-bb76-66b878d2594f = "[飞船起飞进入太空]",
RM_1238bbd7-d191-4872-8911-0a1fc96af2d7 = "[安纳金用他的飞船炸毁毁灭者机器人]",
RM_12545cbe-8e7a-48bd-b86a-5fc3876c535a = "安纳金: 来, 你会喜欢这些帕利果的. 给你.",
RM_12692fb3-0fc4-4cba-a766-a67d4be0369d = "帕尔帕廷: 他们会杀了我们, 连同所有的议员.",
RM_127a2701-d561-472a-92bb-e6581469de84 = "欧比-旺·克诺比: 这不只是任务, 师父. 是某种... 别处的, 难以捉摸的东西.",
RM_12871192-1f9c-4f61-8775-d42ac0afb48f = "安纳金·天行者: 冷, 先生.",
RM_1288d32a-7a0a-4803-8101-927c481d4f81 = "安纳金: 我在找施密·天行者.",
RM_129250ee-2c19-4c16-91c1-d99d47334f67 = "[武器上膛声]",
RM_12ab2827-3aff-49ad-aff9-831fc5147b00 = "杜库伯爵: 你忘了他曾是我的学徒, 正如你曾是他的学徒.",
RM_12ae0935-d420-455e-a0d5-70275c35ec11 = "鲁恩·哈科: 是阿米达拉女王本人.",
RM_12b66414-ed57-4596-930f-3a5067f8fd81 = "帕德梅: 我不能.",
RM_12c53465-93e3-47bd-bf68-287c1f35434f = "安纳金: 我不想再听到任何关于欧比-旺的事了.",
RM_12f0adb7-d7b1-42a2-9d0b-c2de50f87842 = "[欧比-旺倒下]",
RM_1308ebb7-8138-45d6-9006-5e70345c81a8 = "[框架熔化, 熔岩喷溅]",
RM_131e7367-e1a9-4f16-8cb8-02e118413b70 = "[加·加呻吟并被电击]",
RM_132b23d9-a834-415c-8883-3e9a7affe65c = "安纳金: 我比议长更强大.",
RM_13427e95-b250-417c-9c78-94f7ab79f8cc = "[杜库将柱子砸向安纳金和欧比-旺]",
RM_134841f8-fff0-49d9-8854-a013d7980e10 = "安纳金: 我必须做什么, 尤达大师?",
RM_135ebaa3-3d56-4177-9e56-fa8f624e71c9 = "奎-刚: 一支机器人军队即将攻击纳布. 我们必须警告他们.",
RM_1361d3a4-2433-4c9d-9dea-7766bd294235 = "帕德梅: 有时有些事情是无人能解决的.",
RM_13931c8f-47f0-4652-908a-09a853419fb3 = "比比: 谈判? 我们已经失去了所有通讯. 议长的特使们在哪里?",
RM_1397e7fa-4706-47d4-94fc-c11b87a29e4a = "加·加·宾克斯: 哇哦! 大古伯鱼! 巨大的牙齿!",
RM_13a1560d-9fe0-4b37-99d3-69a7bb1431a1 = "星球大战",
RM_13e07500-8ff4-4af4-a733-89fdc28448dd = "奎-刚: 如果他出生在共和国, 我们早就识别出他了.",
RM_13f6878c-9e54-45aa-bfae-e649112ce2b9 = "帕德梅: 如果你打算保护我, 你就得跟我一起去.",
RM_14015fc3-73b4-4b6a-aa23-58b4ed051472 = "比比: 你如何向参议院解释这次入侵?",
RM_14067201-a23e-48e2-9e6c-ba6af35f67f2 = "安纳金: 自从我们分开后我每天都想着她... 但她已经完全忘记了我.",
RM_140e9ad3-493d-4e85-85e7-94ce3c9297fb = "[沃图扔下骰子. 奎-刚微微抬手; 骰子变为蓝色.]",
RM_140f45aa-1a56-4ab4-9ede-5916d162852f = "安纳金: 我来看看你和孩子是否安全.",
RM_141ab374-9827-4e42-a165-6348fe018e25 = "格里弗斯: 更老了. [喘息]",
RM_141d3f8c-a6ac-4f4b-b5bb-e845c63ecd87 = "帕德梅: 很好, 中尉.",
RM_1426ccb7-ae5e-4c99-9748-2ab43f9cf63c = "纽特·冈雷: 追她! 这个是替身.",
RM_143db4d0-749b-40b1-aeec-532780294c29 = "安纳金·天行者: 我们得做点什么, R2.",
RM_144693d8-067d-4b2b-ab79-da41cda31ada = "[爆能枪火重开]",
RM_14815443-5f50-4002-acdd-3f7027ef4917 = "杜库伯爵: 真遗憾我们之前从未谋面, 欧比-旺.",
RM_1481fd1b-2261-4555-a342-1e572eeb2b35 = "阿米达拉: 议员, 这是你的舞台. 我觉得我必须回到我的舞台.",
RM_148b7e7e-50f4-49fb-90d5-38e5365b62a6 = "[奎-刚和欧比-旺拔出光剑]",
RM_149462e4-d8fe-490d-a6ff-c523dbb095ee = "欧比-旺: 我已经把我所知道的一切都教给你了.",
RM_14a8c1e1-78fe-46ef-9488-6364ab22527b = "科迪指挥官: 并且我们已经开始攻击.",
RM_14dae0da-8ebe-4742-9f29-f47330eea434 = "乔卡丝塔·努: 卡米诺? 这不是我熟悉的星系. 你确定坐标正确吗?",
RM_14e2a9db-26c6-4db0-81c0-8642b01017c7 = "帕德梅: 不, 我称之为侵略性谈判.",
RM_14e9f151-1f84-44a4-a02c-1d35a95b67df = "[所有人欢呼喝彩]",
RM_14fe13b1-7e25-4e55-9c9d-428be2462218 = "帕德梅: 你真的不喜欢政客, 对吧?",
RM_15314361-97a2-4268-abf0-82044b609bea = "奎-刚: 我想是的.",
RM_15343803-5f12-48ba-9869-b3a6582bca30 = "[与詹戈的太空战斗]",
RM_1535294a-8fed-4358-b9ab-fb3c4e27962e = "安纳金·天行者: 远吗?",
RM_15483f21-1f22-4992-8370-7f226f2e7f46 = "[安纳金翻滚到边缘附近]",
RM_154a8f50-d1e8-4223-80d1-39dd53076463 = "帕德梅: 你就坐在这里看着他死吗?",
RM_158f8abd-7f49-406d-b163-d8bc83cabdb1 = "帕尔帕廷: 我们的克隆人情报单位已经发现了格里弗斯将军的位置.",
RM_159a2611-1179-4de2-b73e-9a2a0a1eee2f = "沃图: 他总是赢! [大笑] 我在塞布巴身上下了重注.",
RM_159b5a7d-afb4-463d-844a-6ca308c8a48d = "梅斯·温杜: 这正是我们揭开西斯之谜所需的线索.",
RM_159c275f-c3e0-4a6d-9b3c-dd39aa11c132 = "帕德梅: 想念你的母亲.",
RM_1603c319-6154-4982-a60e-93f4c33ea620 = "安纳金: 这次你会需要我的.",
RM_1634bd8e-5f5a-4f94-b2d2-70593b033bcf = "帕尔帕廷: 达斯·普雷格斯是一位西斯黑暗尊主, 如此强大, 如此睿智,",
RM_164c67e8-6139-47c3-aac2-e8237a555682 = "TC-14: 抱歉.",
RM_167d30ab-128c-40c3-8dbe-bc083d169dc5 = "船长: 护盾升起!",
RM_1688feff-b040-4364-a2c6-3844439867f4 = "帕尔帕廷: 这不是第一次了, 安纳金.",
RM_168a8988-4fe4-4ca0-afd4-4530f7b8f375 = "安纳金: 议长.",
RM_16ceef19-2d1c-48f1-ad01-d8eb1ff0ed94 = "安纳金: 谢谢您, 我的主人.",
RM_16dcb506-464a-4c83-afca-3559ea56a325 = "鲁恩·哈科: 你认为她怀疑会有袭击吗?",
RM_16fdc9bb-f244-449d-99d8-60807340d639 = "奎-刚: - 我接受这个赌注.",
RM_16fe75e9-a9f6-491f-98ac-1bac3744a04c = "[飞梭赛车引擎启动]",
RM_170375ac-2436-4d0e-8ed1-08f2b2995ae5 = "[第二位西斯尊主出现在达斯·西迪厄斯身后]",
RM_175181dd-f16a-4516-abf2-335ff5a20937 = "欧比-旺: 我们来此是为了保护您, 议员, 不是为了展开调查.",
RM_175d0c39-efa8-47e1-8b0e-c94154eb5f06 = "安纳金: 他真的能...让人起死回生?",
RM_1760d868-da47-4029-9e97-d824407af8d1 = "[咯咯笑]",
RM_1782a85d-2d74-4e44-b196-14bc15d7175a = "帕尔帕廷: 时机已到.",
RM_17a55943-f299-440a-ac82-a46860268b7f = "奎-刚: 今天殿下不会再下达命令了, 船长. 太空港的情况不会太愉快.",
RM_17cbce19-cbe0-40c5-a531-b8fd56ee6e04 = "VHS: 星球大战 前传一: 幽灵的威胁",
RM_17e8d6bb-4219-4717-a4b8-5afb8a18d121 = "帕纳卡: 他们人数太多了.",
RM_18065a2e-144e-4c2d-b523-d52b8b30aa39 = "格里弗斯: 你是个大胆的家伙.",
RM_18161878-590f-4fe5-9e33-254826423197 = "奎-刚: 他能预见事物. 这就是为什么他看起来反应如此之快.",
RM_1828dee9-9c7c-4015-8a59-7275d29330bb = "拉贝: 让他进来.",
RM_182d4d02-fbc4-4fd1-a9bd-fbc98e39b931 = "加·加·宾克斯: 谁, 我? [被勒] 哎哟! 哎哟!",
RM_183d4590-6129-45a1-9a07-b42407142c4c = "尤达: 我听说有了新学徒, 皇帝你.",
RM_18512ba7-357c-4ca6-9755-e5b50958f959 = "欧比-旺: 怎么这么久?",
RM_1851b803-31f2-4453-8603-a97881efeee0 = "奎-刚: 而且... 这个男孩有些特别. [通讯结束]",
RM_185dade0-111c-42a7-b046-38c2989056f6 = "达斯·摩尔: 塔图因人口稀少. 如果追踪正确, 我会很快找到他们, 主人.",
RM_18757236-0dc8-45e4-966c-875c681e8d5b = "阿米达拉: 谢谢您, 最高议长.",
RM_18a87afe-c08a-43cd-9a42-648f920d9045 = "帕尔帕廷: 你不是他的对手. 他是西斯尊主.",
RM_18b22f18-9c95-4b8b-a96b-6e4ff0b22cd0 = "比比: 这次入侵不会给你带来任何好处. 我们是民主政体. 人民已经决定了.",
RM_18b5f187-2aa7-470b-857c-48589b691ada = "梅斯·温杜: 你认为就是这个男孩?",
RM_18b839f4-a77f-4190-9698-54966d27774a = "安纳金·天行者: 我正在努力! 我不知道扳机在哪里!",
RM_18be5ed4-2b03-4e4f-a47e-6dd44e2d270f = "欧比-旺:(通讯) 如果计划失败怎么办, 师父? 我们可能会被困在这里很久.",
RM_18d03237-c21e-4d5c-80e2-2148e467bf07 = "[机器人靠近]",
RM_18d311c8-79be-45a0-bccf-7cd6296d6460 = "达斯·西迪厄斯 (全息影像): 我会让它合法化.",
RM_18d43156-372a-4743-bcf1-f11aa02b04dd = "尤达: 一如你对原力黑暗面的信仰.",
RM_18e38116-53ea-4a7e-9234-bea9acda3b9f = "塞布巴: 哇哦! - 嗯?",
RM_18e967b2-ab8c-4e83-a9db-4f116e77006c = "奎-刚: 我不确定, 但它在绝地技艺上训练有素. 我猜它的目标是女王.",
RM_1908e754-db08-4012-866a-c845eca58d70 = "安纳金: 对不起, 师父.",
RM_1930838a-26ce-4b4d-b3ef-29a5414f670e = "加·加·宾克斯: 我们去哪儿?",
RM_1949e1f6-76e2-458c-bba7-87ff8aa4abba = "鲁恩·哈科:(指着) 他们还在穿过!",
RM_194fc882-5014-4091-94c4-fdd9e14bec76 = "帕尔帕廷: 我们只能期望克诺比大师能应对这个挑战.",
RM_1965bbae-8e3d-4988-bc27-3578fe35c257 = "帕德梅: 安尼, 来吧.",
RM_1968602a-38c2-4c69-ab8a-acb123a8252b = "加·加·宾克斯: 这次别算上我. 宁可死在这儿也不要死在核心.",
RM_19799505-fcbb-44bd-be9f-77e543d5ed25 = "帕德梅: 安纳金, 我只想要你的爱.",
RM_19a1c69e-0e59-4ea9-a4c8-a93f5c013192 = "安纳金: 我知道我不应该.",
RM_19acf01f-c099-4ee2-91e8-b5b329c69497 = "[引擎轰鸣]",
RM_19fd58dd-a558-43e0-b4dd-7ce744ced01b = "安纳金: 你还不明白吗?",
RM_1a40414a-7505-4da2-9daa-678d6116087c = "[梅斯尖叫]",
RM_1a41e607-c3d3-476b-8fa7-ec51c4b893a1 = "奎-刚: 我预见到你将成为一个伟大的绝地武士.",
RM_1a45f56d-c872-4df3-b5e6-cd95b2e471e7 = "基-阿迪-芒迪: 他是个政治理想主义者, 不是谋杀犯.",
RM_1a7c9226-7fa5-4fc4-baee-7664acb4b3d7 = "尤达: 如果你去查看安全录像, 只会找到痛苦.",
RM_1abb3512-a5a1-40f2-8ca4-502287481d40 = "沃图: 带他走吧.",
RM_1ac098e3-4f7e-4992-b2dd-6ad95e2f39ed = "杜库伯爵: 那么, 我很抱歉, 老朋友.",
